comb_idx,OBSID,NCTETID,text,student_reasoning,annotator_comment
73_262,73,11032,Because it’s a cube and it’s square.,1.0,
2623_63,2623,13040,I think that you find the LCM and then you get 12 and then you multiply 12 which is 144 and then you find the numerator and then you multiply the numerator.,0.0,
2224_127,2224,14056,Forgot to bring the seven and the five over when you added.,0.0,
2677_85,2677,14053,Do whatever is in the parenthesis first before you do anything else.,0.0,
4723_47,4723,12046,Volume is the … is the are inside the shape.,0.0,
2458_77,2458,11003,"4.  Then if you do 4 you have to do on 4 and 5, there's a fourth to make—",0.0,
709_483,709,14092,I think there’s 12 yards is only from you have these…,0.0,
2153_115,2153,12028,And then I put the seven here for the answer and then I subtracted eight from seven and was one and then I brought down the eight and seven times two equals 14 and I subtracted and I got a remainder of four.,0.0,
680_17,680,14063,No.  I don't think we did it.,0.0,
4106_25,4106,11056,A decimal is like it represents a fraction in short way for words.,0.0,
1044_324,1044,12046,We subtract the highest number from the lowest.,0.0,
436_35,436,11055,That’s what Miss Lee’s gonna get.,0.0,
4161_487,4161,14059,"I tried figuring out how I could make wholes with – with like, different pieces.",0.0,
2557_111,2557,14042,"Choose one of the top ones, because even though it’s not straight, it’s still the height, and then do the base?",1.0,
766_121,766,14037,Because when I saw it was 36 and five times nine equals 45.,1.0,
4661_424,4661,12019,"No, I want [inaudible].  I want a black one.",0.0,
4155_51,4155,14059,"If  you multiply it by 5 over 5, you would get twenty-five seventy fifths.",1.0,
2121_174,2121,14004,Every fraction can make a decimal and every decimal can make a percentage.,1.0,
930_46,930,13081,"So they are, um, to know how much the – or the CDs are?",0.0,
4104_57,4104,13015,So you can know how many times you can go into that number?,0.0,
4078_187,4078,13030,You’ve got to know how to count the number of decimal places.,0.0,
49_157,49,11009,"It has five faces, eight edges and five vertices.",0.0,
505_444,505,11019,I’m not sure we got it. [Counting],0.0,
2742_146,2742,14005,"Instead of there being arrows on the end like a line, it just has points.",1.0,
2092_387,2092,14059,"I had an 8 right there 'cause I remember it was 88, and then I had it up to 76.  That was it.",0.0,
2266_100,2266,12049,Because I know 4x4 is 16 and then you add the zeros [inaudible].,1.0,
2466_354,2466,11014,"That says – what does that say?  One eighth?  That says – what does that say?  One eighth?  One eighth, two, three?  So you're just doing it like that?",0.0,
904_289,904,13020,We talked about how much can you put in a cup and what is [inaudible].,0.0,
4065_62,4065,14009,"The numerator … the numerator … you … it’s five plus one, so it’s six -",0.0,
2492_118,2492,14088,Teacher?  Teacher?  Math Student C is sitting in our Student C's seat.,0.0,
827_178,827,14029,The same thing happened to me when I was gluing.,0.0,
3018_104,3018,12019,On the left it says 6 inches.  How is it going to be 6 if it’s 7 squared?,1.0,
1094_352,1094,13018,"All the faces except for the bases are rectangles, and all of the faces on the pyramids except for the base are a triangle.",1.0,
2958_96,2958,13096,Do you want us to do it on our paper?,0.0,
1094_205,1094,13018,"Well, you also could say edged because they have edges and cones don’t.",1.0,
561_458,561,11033,"Okay.  I have a way to show – first the way I got 16 was because I – ‘cause maybe I was thinking of the negative two, because [Inaudible] 18, you got 16.",1.0,
2766_3,2766,14121,“The top and bottom horizontal lines were made with two thirds of the vertical line.”,0.0,
4331_256,4331,14078,"[Inaudible]. school [inaudible] video journalism.  But what he does.  He is actually a famous producer.  He’s had work that actually [inaudible] on the red carpet [inaudible] Fox Theatre.  He has – his films have been invited to be shown at Cannes, which is a world famous theatre place.  So you can learn to make movies.  Huh?",0.0,Teacher text in student column?
555_120,555,14020,"I used to think you did six times three, and then 21 times –",0.0,
4302_53,4302,14074,I did the same thing you did.  I just got it wrong.,0.0,
4238_94,4238,14136,One hour went to 60 minutes.  Plus 36.,0.0,
2135_79,2135,14044,"Cross out the 4, put down the 0.",0.0,
2158_177,2158,14117,"Because there's, 3, 6, 9, 12, 15.",1.0,
306_327,306,14092,Because it doesn’t have any sides or faces.,1.0,
2672_411,2672,12044,And then I did length times width to the bottom.,0.0,
219_143,219,14101,"One, two, times twenty, thirty, forty, fifty, sixty. [Inaudible] right here so it’s gonna be sixty-four.",0.0,
12_27,12,11062,Do we do this one on the back?,0.0,
2757_78,2757,11053,Because that – the denominator is not the same.,1.0,
952_65,952,12020,What do you mean be ready to share your quotients with the class?,0.0,
2221_140,2221,14086,Because I reduced it to the lowest terms.,1.0,
452_154,452,11024,How many oranges will Ms. Martin get is –,0.0,
7_7,7,11050,The objective is going to be like fractions –,0.0,
2393_261,2393,11004,Teacher N I already know this I don’t need to know.,0.0,
65_82,65,12009,"I can put A, B, and C, or A, B, and C.",0.0,
249_124,249,14048,I think it’s gonna be a triangle inside.,0.0,
928_75,928,13005,Now we have to explain how many boxes are those.,0.0,
1015_202,1015,14012,Can you give us a set of numbers and then we have to answer it?,0.0,
2398_59,2398,11033,I think I've got it.  Student T has 24 Christmas trees. [Inaudible].  Student T has 24 Christmas trees.  4 of them are decorated.  He has to decorate the other 20 something.,0.0,
2801_153,2801,11060,"If they add zero, it’s hundredths.  If they don’t add the zero, it’s tenths.  [Inaudible] equivalent to seven tenths.",1.0,
4249_161,4249,11040,"I think he put the one in the one’s place, and then he -",0.0,
2357_273,2357,11060,"I would say that the denominator – every time you try to make it a different number, it’s still – that you know the product isn’t gonna equal but you’re trying to put –",1.0,
2928_254,2928,11020,"Yeah, but I didn’t do this on my paper.  But can we do the way that Student D.  I kind of forgot how to do it, but [inaudible] break up the 28 into a 20 and an eight, and then do the four and -",0.0,
4479_300,4479,13097,Do you need to draw a picture for [inaudible]?,0.0,
2816_91,2816,11004,You start out with that fraction and then you can put more fractions to make a whole.,0.0,
76_311,76,11030,How do you find a half of a fifth?,0.0,
532_247,532,11046,"It said 1,329 miles is the whole trip?",0.0,
2842_182,2842,12059,"‘Cause I can do that in, like, five minutes.",0.0,
24_104,24,11006,Do 4 plus 4 and then do 8 plus 8.,0.0,
60_156,60,11066,"Maybe you can get – maybe you can – maybe you can take one – maybe you can take one – one more flower, a whole flower, and give it to that person who doesn’t have one.",1.0,
935_53,935,13054,I thought five on the side of the tenths.  So I just put like—so I took the fraction and just like turned it.,0.0,
2696_318,2696,11073,"[Each square] write how much is shaded using a fraction, a decimal, and a percent.",0.0,
206_43,206,11029,Since you don’t have that many books.,0.0,
2134_283,2134,14035,It was for this one.  This was for that.,0.0,
2116_160,2116,14029,"Because with the blue and brown, the brown would be these and these and these, and it would take longer for this one – this one and the other ones that go [inaudible].",1.0,
3011_277,3011,12055,"Because D is over the 2, [inaudible] the first one.",1.0,
4603_241,4603,14060,I put the 190 in the circle.  [Inaudible].,0.0,
853_82,853,14032,Can I write my name on the back with marker?,0.0,
2850_369,2850,11033,But if we do color it in it will be probably here on this side.,0.0,
2977_175,2977,12030,A [inaudible] from two more players.  What is the total amount of money the coach will collect from two players?  Show and explain how you got your answer.,0.0,
4240_224,4240,11003,"A right angle is 90 degrees, and we can use shapes to put them together and [inaudible].",1.0,
505_22,505,11019,"She said that she thinks Ms. Edenton will get 3 fourth because if Mr. Dominique gets one fourth that only leaves 3 fourths left to add to, um, if you add them up you get 3 fourths.",1.0,
2062_225,2062,14119,You have to get one whole and form small cubes.,0.0,
56_34,56,11046,"It’s like if you wanted to split it down [56] you'll get 28, and then [inaudible] to get your [inaudible] answer you just [inaudible] on the 28, 14, and [inaudible].",1.0,
575_327,575,11029,"This one, oh snap I must of I knew it.",0.0,
2170_110,2170,12034,"Yeah.  How many 300’s are in 10,000?",0.0,
4029_142,4029,14111,"The first one I got was six and four hundred fifty-seven thousandths.  Then the second one I got was six and four hundred eighty thousandths, and the third one was six and five hundred thirty-one thousandths.  The last one was a whole number, so I put it at the end. It was 645.",0.0,
560_241,560,11066,"If you start from zero, how do you get past 1,000",0.0,
4159_171,4159,14043,"Because one bag weighs 14.6, and so that’s multiplying, because you have to do it 17 times.",1.0,
2787_207,2787,11055,Because 3 is half of 6.  3 is half of 6 and 2 is not yet 6.,1.0,
2131_61,2131,14123,You have to change the fractions into decimals.,0.0,
4002_121,4002,14054,So we put down 14 tens and 9 ones.,0.0,
2693_135,2693,12042,At first I was going to do 4 lines going down and across.  I knew 4 was a factor of 100.,1.0,
988_28,988,12013,Because you need to know which two of the angles—,1.0,
2358_243,2358,11061,Because you need the three for the answer.,1.0,
621_77,621,14069,In division it’s – in multiplication the sum is four times four equals sixteen.  Division is just 16 divided by four.,0.0,
634_372,634,14015,"What do I do with the 1 6, but [inaudible]?",0.0,
2047_149,2047,14106,I don't really know what to do.,0.0,
177_457,177,14031,[Inaudible] and that’s the number [inaudible] demonstration. It’s 5 times 7 is 42 and that’s your answer.,0.0,
1035_458,1035,13027,"Okay, everybody know I got the highest height.",0.0,
2154_97,2154,12056,If it’s odd you can’t put two into it.,0.0,
4533_91,4533,14026,"Negative two and I have negative three.  So if I’m gonna move this way to my left and go down, both numbers in quadrant 3 are gonna be what?",0.0,
4067_349,4067,14115,"Oh, because I’m trying to see how many times you put eight on eight?",1.0,
2938_49,2938,12054,"Instead of taking it like that, [inaudible] the seven by five off – seven by [inaudible]?",0.0,
2680_36,2680,14118,So I had 2.5 times 2.5 and I’d gotten 2 –,0.0,
2518_192,2518,12056,"Five inches high, how many of these blocks are the same height as a stack of encyclopedias, which are [Inaudible].",0.0,
2478_6,2478,12015,Are we going to be moving counter clocks?,0.0,
4035_102,4035,14035,"I was thinking there was one – I was thinking how it was written, but it's not because –",0.0,
4632_19,4632,11070,"Because it’s [inaudible].  Because you [inaudible].  Because you have three people [inaudible] a piece of your sandwich, and you split it up into thirds.",1.0,
111_196,111,11045,Is that like the 300 and the 60 and the 11 is just like another way to do 145 plus 226.,1.0,
28_159,28,11005,"Yeah, but they don’t have the same numbers.",1.0,
575_329,575,11029,Some of them are square some of them are rhombuses.,0.0,
173_266,173,13002,You need to put it in the right place.,0.0,
227_429,227,11048,"Two-sixths equal one-third, and then I – I did that, I took – I took two away from that –",0.0,
1007_251,1007,14087,Okay.  We did two thirds and [Inaudible] one third.,0.0,
